id,siret,date_publi,date_disso,nom_asso,nom_asso_abrege,objet_social1,objet_social2,adresse,adrs_codeinsee,codepostal,commune,siteweb,autorisation_web,etat
W452006897,,2003-09-06,2009-05-15,LE SANGLIER NOIR,LE SANGLIER NOIR,013005,000000,495  RUE de champbourdon  ,45274,45560,Saint-Denis-en-Val,,0,D
W452006898,,2009-04-25,,ASSOCIATION  INTERNATIONALE DES AMIS DE ST PHILIPPE NERI,ASSOCIATION INTERNATIONALE DE ST PHILI,040000,040000,11  RUE Max Jacob  ,45270,45730,Saint-Benoît-sur-Loire,,1,A
W452006899,,2009-04-25,,LA CHAUVE QUI SOURIT,LA CHAUVE QUI SOURIT,017000,017055,8  RUE de la bâte  ,45173,45150,Jargeau,,1,A
W452006900,,2009-04-25,,PROGRAMME D'ACCOMPAGNEMENT DE RETOUR VERS L'EMPLOI (P.A.R.E.),P.A.R.E.,030000,030000,600  RUE de la Juine  ,45232,45160,Olivet,,1,A
W452006901,,2009-04-25,,ARC EN CIEL,ARC EN CIEL,007000,007000,8  ALL de la Paix  ,45285,45140,Saint-Jean-de-la-Ruelle,,1,A
W452006902,,1997-02-12,,L'ECOLE DU CHAT COMITE DE DEFENSE DES BETES LIBRES,L'ECOLE DU CHAT COMITE DE DEFENSE ...,024025,000000,10  RUE Jack London  ,45147,45400,Fleury-les-Aubrais,,0,A
W452006903,,1996-11-20,,GROUPE ORLEANAIS LATINO AMERICAIN : FRATERNIDAD LATINO AMERICANA  (GOLA-FLA),GROUPE ORLEANAIS LATINO AMERICAIN :...,006000,000000,"153  RUE des moulins ""La Nivelle""  ",45298,45750,Saint-Pryvé-Saint-Mesmin,,0,A
W452006904,,2001-02-10,,LES JARDINGUES,LES JARDINGUES,024000,000000,Maison des Associations 46Ter  RUE Sainte Catherine  ,45234,45000,Orléans,,0,A
W452006905,39938523600043,1994-07-06,,POUR UNE ECONOMIE SOLIDAIRE,'POUR UNE ECONOMIE SOLIDAIRE',020000,000000,Maison de l'emploi du bassin d'Orléans 18  AV de la Bolière BP 86522 ,45234,45065,Orléans Cedex 2,http://www.pes45.org/,0,A
W452006906,,1963-12-29,,LIGUE DE KARTING CENTRE VAL DE LOIRE,LIGUE DE KARTING CENTRE VAL DE LOIRE,011160,000000,1240  RUE de la Bergeresse  ,45232,45160,Olivet,,0,A
W452006907,,1993-06-16,,ASSOCIATION DES DOCTORANTS DU CENTRE DE BIOPHYSIQUE MOLECULAIRE (ADOC),ASSOCIATION DES DOCTORANTS DU CENTR...,017145,000000,Centre de Biophysique Moléculaire   RUE Charles Sadron  ,45234,45072,Orléans Cedex 2,,0,A
W452006908,,1978-04-29,,FRANCE BENEVOLAT LOIRET,FRANCE BENEVOLAT LOIRET,020000,000000,1 bis  RUE Henri Roy  ,45234,45000,Orléans,,0,A
W452006909,,1995-04-26,,ASSOCIATION DE DEVELOPPEMENT DES FORMATIONS DES INDUSTRIES DE LA METALLURGIE DU LOIRET (A.D.E.F.I.M. - LOIRET),ASSOCIATION DE DEVELOPPEMENT DES FO...,022515,000000,7  RTE d'Orléans  ,45075,45380,La    Chapelle-Saint-Mesmin,,0,A
W452006910,,2009-04-25,,LA COMPAGNIE RIRE AUX LARMES,LA COMPAGNIE RIRE AUX LARMES,006000,006070,3  QUAI de Prague  ,45234,45100,Orléans,,1,A
W452006911,,2009-04-25,,TENNIS CLUB TAVERSOIS,TENNIS CLUB TAVERSOIS,011000,011165,Mairie 2  AV Jules Lemaître  ,45317,45190,Tavers,,1,A
W452006912,,2003-08-16,,"ASSOCIATION POUR LA VALORISATION DU PATRIMOINE, DU TOURISME ET DE LA NAVIGATION SUR LE CANAL D'ORLEANS",ASSOCIATION POUR LA VALORISATION DU...,023040,024035,Mairie 105  RUE Maurice Robillard  ,45194,45430,Mardié,,0,A
W452006913,,2004-07-24,,PUISSANCE 20,PUISSANCE 20,022542,000000,Chez Mme Engie Sabine GUILLIEN 14  RUE Albert 1er BP91240 ,45234,45000,Orléans,,0,A
W452006914,,2002-07-06,,ASSOCIATION CHAPELLOISE 'ROCK'N'DANSE',ASSOCIATION CHAPELLOISE 'ROCK'N'...,006040,000000,15  BD du Corbusier  ,45075,45380,La    Chapelle-Saint-Mesmin,,0,A
W452006915,,1994-07-27,,INITIATIVES ET DEVELOPPEMENT,INITIATIVES ET DEVELOPPEMENT,030005,000000,12  RUE François Couperin  ,45234,45000,Orléans,,0,A
W452006916,,2009-05-02,2013-07-23,S'EVADER AVEC VOUS,S'EVADER AVEC VOUS,021000,021000,9  RUE de la Lyre  ,45116,45190,Cravant,,1,D
W452006917,,2009-05-02,,LES MARCHEURS DU 11 NOVEMBRE,LES MARCHEURS DU 11 NOVEMBRE,038000,038000,Mairie   PL du 11 Novembre  ,45182,45240,Ligny-le-Ribault,,1,A
W452006918,,2009-05-02,,DES AILES POUR NOS GOSSES,DES AILES POUR NOS GOSSES,014000,014035,94  RTE de Gidy  ,45062,45520,Cercottes,,1,A
W452006919,,2009-05-02,,CHRYSANTHEMES ET DIGITALE,C & D,007000,007000,74  RUE de Monteloup  ,45075,45380,La    Chapelle-Saint-Mesmin,,1,A
W452006920,,2009-05-02,,COM@ARTIZ,COM@ARTIZ,005000,005020,appartement 10 4  PAS Coligny  ,45234,45000,Orléans,,1,A
W452006921,,2009-05-02,,DREAMHOUSEMOVIES,DREAMHOUSEMOVIES,005000,005015,30  RUE du Colombier  ,45234,45000,Orléans,,1,A
W452006922,,1999-06-26,,LES AMIS DE L'ORGUE DE SAINT CYR EN VAL,LES AMIS DE L'ORGUE DE SAINT CYR E...,006030,000000,mairie 140  RUE du 11 Novembre 1918  ,45272,45590,Saint-Cyr-en-Val,,0,A
W452006923,,1996-04-03,,ROTARY CLUB ORLEANS BEAUCE SOLOGNE,ROTARY CLUB ORLEANS BEAUCE SOLOGNE,020000,000000,315  RUE de la Reine Blanche  ,45232,45160,Olivet,,0,A
W452006924,,1995-03-15,,VIVRE ET L'ECRIRE EDITIONS VEE PRONONCE V2E,VIVRE ET L'ECRIRE EDITIONS,006005,006010,12  RUE Notre Dame de Recouvrance  ,45234,45000,Orléans,,0,A
W452006925,,2002-05-18,,ASSOCIATION PHILATELIQUE DES CHEMINOTS DE L'ORLEANAIS,ASSOCIATION PHILATELIQUE DES CHEMIN...,007025,000000,2  PL de Madrid  ,45089,45430,Chécy,,0,A
W452006926,,2000-05-27,,MIXAR,MIXAR,006000,000000,108  RUE de Bourgogne  ,45234,45000,Orléans,,0,A
W452006927,,2009-05-02,,AIDE AU DEVELOPPEMENT DE COMPETENCES ET DE QUALITES,ADCQ,030000,030000,Résidence Les Aurélianis 3  RUE des Carnutes  ,45234,45000,Orléans,,1,A
W452006928,,2009-05-02,,ASSOCIATION DE PECHE DE LA MITONNERIE,ASSOCIATION DE PECHE DE LA MITONNERIE,013000,013010,Mairie 8  PL du Martroi  ,45270,45730,Saint-Benoît-sur-Loire,,1,A
W452006929,,2009-05-02,,LN - LNA CLUB DE FRANCE,LN - LNA CLUB DE FRANCE,007000,007030,3  RUE de l'Espéranto  ,45147,45400,Fleury-les-Aubrais,,1,A
W452006930,,2009-05-02,,BE VOLUNTARY,BE VOLUNTARY,024000,024000,24  RUE du buisson  ,45020,45130,Le    Bardon,,1,A
W452006931,,2009-05-02,,L'ARGILE PARTAGEE,L'ARGILE PARTAGEE,006000,006090,Les longues raies  ,45335,45510,Vienne-en-Val,,1,A
W452006932,,2009-05-02,,BOUTIKS D'ORLEANS,BOUTIKS D'ORLEANS,014000,014025,51  RUE des Carmes BP 4547 ,45234,45045,Orléans cedex 1,,1,A
W452006933,,2009-05-16,,BEHIND THE HIT (BTH),BEHIND THE HIT,006000,006030,43  RUE du colombier  ,45234,45000,Orléans,,1,A
W452006934,,2009-05-16,2018-06-24,"SEMOY, LINE, COUNTRY DANCE (S.L.C. DANCE)",S.L.C. DANCE,006000,006040,76  RUE des grapinières  ,45308,45400,Semoy,,1,D
W452006935,,1993-02-10,,ASSOCIATION SOCIO-CULTURELLE DES PARENTS  AFRICAINS DE L'ARGONNE (ASCPAA),ASSOCIATION SOCIO-CULTURELLE DES PA...,009000,000000,10  RUE François COUPERIN  ,45234,45000,Orléans,,0,A
W452006936,,2009-05-16,,ART TEXTILE ET ART PLASTIQUE,ART TEXTILE ET ART PLASTIQUE,006000,006090,16  RUE Théophile Chollet  ,45234,45000,Orléans,,1,A
W452006937,,2009-05-16,,MAKED'ART,MAKED'ART,006090,000000,25  RUE André Messager  ,76351,76620,Le Havre,,1,A
W452006938,,2009-05-16,2014-09-27,NEUVY ANIM',NEUVY ANIM',011005,000000,Mairie 2  PL de l'Eglise  ,45226,45510,Neuvy-en-Sullias,,1,D
W452006939,,2009-05-16,,ASSOCIATION DU RESTAURANT INTER-ENTREPRISE DU PARC DU MONCEAU,RIE DU PARC DU MONCEAU,014030,000000,L'Arganier 163  BD Duhamel du Monceau  ,45232,45160,Olivet,,1,A
W452006940,,2009-05-16,2010-10-02,GRAPHIE,GRAPHIE,006100,000000,12 ter  RUE Stanislas Julien  ,45234,45000,Orléans,,1,D
W452006941,,1992-01-15,,GEMIGNY ASSOCIATION,GEMIGNY ASSOCIATION,011160,000000,Mairie      ,45152,45310,Gémigny,,0,A
W452006942,,1997-05-03,,ASSOCIATION CULTUELLE ORTHODOXE DU CHRIST SAUVEUR,ASSOCIATION CULTUELLE ORTHODOXE DU ...,040000,000000,3 14  RUE sous les Saints ,45234,45000,Orléans,,0,A
W452006943,,1991-10-09,,RESEAU D'ECHANGES RECIPROQUES DE SAVOIRS DE SAINT-JEAN-DE-LA-RUELLE,RESEAU D'ECHANGES RECIPROQUES DE S...,007075,000000,Espace QANAT  ,45285,45140,Saint-Jean-de-la-Ruelle,,0,A
W452006944,,1992-12-30,,AMICALE DU SITE ORLEANAIS DU COMMISSARIAT GENERAL AU DEVELOPPEMENT DURABLE (API),API,014030,000000,5  RTE d'Olivet  ,45234,45000,Orléans,,0,A
W452006945,,1999-11-20,2015-02-08,ANIMA'SONG,ANIMA'SONG,006070,000000,31  RUE Robert Desnos  ,45234,45000,Orléans,,0,D
W452006946,,1992-03-18,,CREATION ACCUEIL,CREATION ACCUEIL,007000,000000,MAIRIE      ,45098,45370,Cléry-Saint-André,,0,A
W452006947,,2009-05-16,,AUX PORTES DU DESERT,AUX PORTES DU DESERT,020000,000000,26  AV Alain Savary  ,45234,45100,Orléans,,1,A
W452006948,,2009-05-16,,ASSOCIATION SPORTIVE D'AIRSOFT DU LOIRET (A.S.A.L. 45),A.S.A.L. 45,011400,000000,mairie      ,45248,45310,Patay,,1,A
W452006949,,2009-05-23,,ATELIER PERMANENT D'ANIMATIONS ET DE RENCONTRES POUR TOUS ' 21 (APART ' 21),APART ' 21,030012,000000,4  RUE du clos des moulins  ,45234,45000,Orléans,,1,A
W452006950,,2009-05-23,2013-06-23,VINGT MILLE MOTS SOUS LES MERS ! (VMMSLM),VINGT MILLE MOTS SOUS LES MERS !,006010,000000,26  RUE des Blossières  ,45234,45000,Orléans,,1,D
W452006951,,2009-05-23,,LES BOOMERANGS DU 45,LES BOOMERANGS DU 45,014040,000000,17  AV Alain Savary  ,45234,45100,Orléans,,1,A
W452006952,,2009-05-23,,JEANNES D'ORLEANS,JEANNES D'ORLEANS,007035,000000,4  VENE1 Doublet  ,45234,45000,Orléans,,1,A
W452006953,,2009-05-23,,FITNESS CENTRE,FITNESS CENTRE,011105,000000,2bis  RUE de l'Orme  ,45028,45190,Beaugency,,1,A
W452006954,,1990-12-19,,POWERLINE FRANCE,POWERLINE FRANCE,040000,000000,135  AV Parmentier  ,75111,75011,Paris,,0,A
W452006955,,1978-05-18,,UNION DEPARTEMENTALE DES ELUS SOCIALISTES ET REPUBLICAINS DU LOIRET,UNION DEPARTEMENTALE DES ELUS SOCIA...,001005,000000,48  BD Alexandre Martin  ,45234,45000,Orléans,,0,A
W452006956,,1998-01-17,,TANGO PORTENO - LE TANGO ARGENTIN A ORLEANS,TANGO PORTENO,006040,000000,13  RUE Albert Laville  ,45234,45000,Orléans,www.tango-argentin-orleans.fr,0,A
W452006957,,1992-10-14,,RELAIS ENFANTS - PARENTS VAL DE LOIRE,RELAIS ENFANTS - PARENTS VAL DE LOIRE,019005,000000,7  AV de MUNSTER  ,45234,45000,Orléans,,0,A
W452006958,,1994-06-08,2009-05-27,CENTRE D'INFORMATION ET DE CONSERVATION DES DISPOSITIONS FUNERAIRES,CENTRE D'INFORMATION ET DE CONSERV...,014000,000000,202  RUE de Bourgogne  ,45234,45000,Orléans,,0,D
W452006959,,1995-12-13,2009-05-27,ASSOCIATION DE PROTECTION FAMILIALE & D'ASSISTANCE DECES,ASSOCIATION DE PROTECTION FAMILIALE...,020000,000000,202  RUE de Bourgogne  ,45234,45000,Orléans,,0,D
W452006960,,2001-02-17,,ASSOCIATION DES RIVERAINS PRYVETAINS DU BASSIN DES TACRENIERS,ASSOCIATION DES RIVERAINS PRYVETAIN...,024035,000000,347  CHEM1 des Tacreniers  ,45298,45750,Saint-Pryvé-Saint-Mesmin,,0,A
W452006961,,1998-05-30,2015-05-05,PROM'POLYTECH'O,PROM'POLYTECH'O,015040,000000,8  RUE Léonard de Vinci  ,45234,45000,Orléans,,0,D
W452006962,,1991-09-18,2011-12-13,ASSOCIATION POUR LE DEVELOPPEMENT DE L'ACTIVITE TOURISTIQUE A GERMIGNY-DES-PRES,ASSOCIATION POUR LE DEVELOPPEMENT D...,034240,000000,mairie      ,45153,45110,Germigny-des-Prés,,0,D
W452006963,,2009-05-23,,"ASSOCIATION EDUCATIVE, SPORTIVE ET SANITAIRE DU VILLAGE DE SINTHIOU BOUMAKA (A.E.S.S.B.)",A.E.S.S.B.,020015,000000,4  RUE Gabriel Pierne  ,45234,45000,Orléans,,1,A
W452006964,,2009-05-23,2017-09-04,LA TRIBUNE DE JARGEAU,LA TRIBUNE DE JARGEAU,001015,000000,2  RUE de l'Eglise  ,45173,45150,Jargeau,,1,D
W452006965,,2009-05-23,2018-06-30,NOUVEL ATELIER LOISIRS,NOUVEL ATELIER LOISIRS,006090,000000,1377  RTE d'Orléans  ,45244,45570,Ouzouer-sur-Loire,,1,D
W452006966,,2009-05-23,,MISSION DU COEUR ET D'ESPOIR,MISSION DU COEUR ET D'ESPOIR,021000,000000,Appart 311 6  RUE Parmentier  ,45234,45100,Orléans,,1,A
W452006967,,,,GNPBTP GROUPEMENT NATIONAL DES PROFESSEURS DE BÂTIMENT ET DES TRAVAUX PUBLICS,GNPBTP GROUPEMENT NATIONAL DES PROF...,015045,000000,40  AV Denis Papin  ,45284,45800,Saint-Jean-de-Braye,,0,A
W452006968,,2002-06-22,2009-11-17,ASSOCIATION RABELAIS,ASSOCIATION RABELAIS,032520,000000,14  AV François Rabelais  ,45284,45800,Saint-Jean-de-Braye,,0,D
W452006969,,1997-06-07,,SANTE FORMATION DEVELOPPEMENT,SANTE FORMATION DEVELOPPEMENT,017000,020000,27  RUE de la République  ,45234,45000,Orléans,,0,A
W452006970,,1977-01-22,2009-08-03,AMICALE DES LOCATAIRES DE LA HARTIERE,AMICALE DES LOCATAIRES DE LA HARTIERE,032520,000000,107  RUE Camille Desmoulins  ,45147,45400,Fleury-les-Aubrais,,0,D
W452006971,,2009-06-06,,LIBMALAYA,LIBMALAYA,020005,000000,2  RUE de la Solaie  ,45273,45550,Saint-Denis-de-l'Hôtel,,1,A
W452006972,,2009-06-06,,HORIZONS POUR GUITARE ET PEINTURE,HORIZONS POUR GUITARE ET PEINTURE,006030,000000,18  CLOS des Muids  ,45182,45240,Ligny-le-Ribault,,1,A
W452006973,,2009-06-06,2013-08-06,OBJECTIF ORLEANS,OBJECTIF ORLEANS,006000,009000,60  RUE de Vaucouleurs  ,45234,45100,Orléans,,1,D
W452006974,,2009-06-06,,LA MARCHE COLMERIENNE,LA MARCHE COLMERIENNE,007000,000000,Mairie 1  RUE du Neuf Novembre  ,45109,45130,Coulmiers,,1,A
W452006975,,2009-06-06,2015-12-14,MAGNEGI,MAGNEGI,017135,000000,10  RUE Aristide Briand  ,45284,45800,Saint-Jean-de-Braye,,1,D
W452006976,,2009-06-06,,ASSOCIATION ORLEANAISE DE TAI CHI CHUAN,AOTCC,011150,000000,Bâtiment la Misaine 32  AV Mouillère  ,45234,45100,Orléans,,1,A
W452006977,,1988-11-30,,CLUB DE GYMNASTIQUE DE LIGNY LE RIBAULT,CLUB DE GYMNASTIQUE DE LIGNY LE RIB...,011105,000000,mairie      ,45182,45240,Ligny-le-Ribault,,0,A
W452006978,,2000-01-15,2017-09-27,POUR LE MAINTIEN D'UNE RESTAURATION SOCIALE DE QUALITE,POUR LE MAINTIEN D'UNE RESTAURATIO...,022510,000000,1  RUE Edouard Branly  ,45234,45000,Orléans,,0,D
W452006979,,2009-06-06,2021-04-14,ASSOCIATION 2AS SLAME,2AS SLAME,020020,000000,12  RUE Auguste Frontini  ,45234,45100,Orléans,,1,D
W452006980,,2009-06-06,,LE GRAND DEBAT LARGE,LE GRAND DEBAT LARGE,015075,000000,Université d'Orléans - Faculté de Droit- Economie - Gestion 11  RUE de Blois BP6739 ,45234,45067,Orléans cedex,,1,A
W452006981,,2009-06-06,,LE BON MOT DIONYSIEN,LE BON MOT DIONYSIEN,007005,000000,Mairie 60  RUE de Saint-Denis  ,45274,45560,Saint-Denis-en-Val,,1,A
W452006982,,2009-06-06,,"LA, LES GENS DE... (LLGD)",LLGD,006070,000000,94  IMP du château  ,45232,45160,Olivet,,1,A
W452006983,,1997-04-26,,"JUMEAUX ET PLUS, L'ASSOCIATION DU LOIRET","JUMEAUX ET PLUS, L'ASSOCIATION DU ...",014035,000000,mairie      ,45169,45140,Ingré,,0,A
W452006984,,1991-10-09,,CLUB DU TENNIS DE TABLE DE FEROLLES,CLUB DU TENNIS DE TABLE DE FEROLLES,011170,000000,Mairie   RTE de Sandillon  ,45144,45150,Férolles,,0,A
W452006985,,2009-06-06,,GROUPE PEDESTRE SYMPATHIQUE (G.P.S.),GROUPE PEDESTRE SYMPATHIQUE (G.P.S.),011115,000000,22  RUE de la Cordonnerie  ,45028,45190,Beaugency,,1,A
W452006986,,2009-06-06,,ROCK'N SHARE,ROCK'N SHARE,006030,000000,16  RUE de la Charpenterie  ,45089,45430,Chécy,,1,A
W452006987,,2009-06-06,,"ASSOCIATION POUR LE DEVELOPPEMENT ECONOMIQUE DES FILIERES ANIMALES DU CENTRE - ""ADEFAC""",ADEFAC,023020,000000,Chambre régionale d'Agriculture 13  AV des droits de l'Homme  ,45234,45921,Orléans cedex 9,,1,A
W452006988,,2009-06-06,,"I.C.C.S. (INFORMATION, COMMUNICATION, COURRIER, SERVICES)",I.C.C.S.,005025,000000,55  RUE de Bourgogne  ,45234,45000,Orléans,,1,A
W452006989,,2000-07-08,2009-02-21,ASSOCIATION IDEM,ASSOCIATION IDEM,006100,000000,19  RUE Delaugere  ,45234,45100,Orléans,,0,D
W452006990,,2001-06-09,,SAM GROOVE,SAM GROOVE,006030,000000,6  RUE de la Vendree ,45081,45130,Charsonville,,0,A
W452006991,,2009-06-06,,NACAO PALMARES CAPOEIRA ORLEANS,NACAO PALMARES CAPOEIRA ORLEANS,006040,000000,Appart 18 130  RUE des Poilus  ,45232,45160,Olivet,,1,A
W452006992,,2002-02-02,,LES AMIS DES CHESNEAUX,LES AMIS DES CHESNEAUX,011000,000000,19  ALL d'Aurélia  ,45286,45650,Saint-Jean-le-Blanc,,0,A
W452006993,,1997-12-20,,ASSOCIATION VILLAGES DU BENIN,ASSOCIATION VILLAGES DU BENIN,020000,000000,5  RUE de la Bienvenue  ,45234,45000,Orléans,,0,A
W452006994,,1993-04-07,,SECOURS POPULAIRE FRANCAIS - COMITE DE BEAUGENCY,SECOURS POPULAIRE FRANCAIS - COMITE...,020000,000000,59  AV de Vendôme  ,45028,45190,Beaugency,,0,A
W452006995,,1993-06-23,2009-03-16,ASSOCIATION DE DEFENSE DES RESIDENTS DES ENVIRONS DE  LA STATION D'EPURATION D'ORLEANS ET BANLIEUE NORD-OUEST  DE LA CHAPELLE SAINT-MESMIN (A.D.R.E.S.E.),ASSOCIATION DE DEFENSE DES RESIDENT...,024035,000000,6  IMP Manet  ,45075,45380,La    Chapelle-Saint-Mesmin,,0,D
W452006996,,1997-11-15,,FRATERNITE ORLEANAISE DE L'UNION DES FALUCHARDS (FOUF),FRATERNITE ORLEANAISE DE L'UNION D...,015075,000000,41  AV Dauphine  ,45234,45100,Orléans,,0,A
W452006997,,2001-11-17,2013-12-09,BAROQUE PRODUCTION,BAROQUE PRODUCTION,006030,000000,108  RUE de Bourgogne  ,45234,45000,Orléans,,0,D
W452006998,,2009-06-13,,US FAY PETANQUE,US FAY PETANQUE,011035,000000,Mairie   RUE Abbé Thomas  ,45142,45450,Fay-aux-Loges,,1,A
W452006999,,2009-06-20,,ORLEAVE - LES ENTREPRENEURS ET ARTISANS DU VEGETAL ET DE L'ENVIRONNEMENT D'ORLEANS,ORLEAVE,030020,000000,Ecole d'Horticulture d'Orléans 66  AV de la Mouillère  ,45234,45072,Orléans cedex 2,,1,A
W452007000,,2009-06-20,,LES AMIS DU RYAD (F.Y.S.),LES AMIS DU RYAD (F.Y.S.),020015,000000,20  RUE du poirier  ,45234,45000,Orléans,,1,A
W452007001,,2009-06-20,2014-03-22,ASSOCIATION BARWAQO,BARWAKO,020015,000000,Maison des association La Source 5  PL Beuve  ,45234,45100,Orléans,,1,D
W452007002,,1994-04-27,,YAJ TXAWJ NTXHIAV,'YAJ TXAWJ NTXHIAV',014045,000000,rez-de-Chaussée-Appt 2 22  RUE Saint-Martial  ,45082,45110,Châteauneuf-sur-Loire,,0,A
W452007003,,1997-10-11,,DANSES ET LOISIRS,DANSES ET LOISIRS,007000,006040,29  RUE du Colombier  ,45234,45000,Orléans,,0,A
W452007004,,2009-06-20,,LES PUCE-AILES D'ORLEANS,LES PUCE-AILES D'ORLEANS,011135,000000,396  RUE de Navrin  ,45232,45160,Olivet,http://puceailesdorleans.wordpress.com,1,A
W452007005,,2009-06-20,,XUL,XUL,006000,000000,430  RUE de Saint-Denis  ,45274,45560,Saint-Denis-en-Val,,1,A
W452007006,,2009-06-20,,BETHEL CHRETIENNE,BETHEL CHRETIENNE,020010,000000,92  RUE du 11 Novembre  ,45234,45000,Orléans,,1,A
W452007007,,2009-06-20,,YOGA ET MIEUX ETRE,YOGA ET MIEUX ETRE,011105,000000,Résidence Les Séquoïas - 2è étage - esc. 16 16  ALL du clos fleuri  ,45234,45000,Orléans,,1,A
W452007008,,1994-01-19,2013-03-16,VIVE LA VIE,VIVE LA VIE,017000,000000,1  RUE du Puits Saint Laurent  ,45234,45000,Orléans,,0,D
W452007009,,1994-06-22,,NEW RECORDS MANAGEMENT,NEW RECORDS MANAGEMENT,006000,000000,1  ALL ANDRE GIDE  ,45234,45000,Orléans,,0,A
W452007010,,1995-12-13,,"CENTRE D'INFORMATION DE DOCUMENTATION, D'ETUDE ET DE FORMATION DES ELUS (C.I.D.E.F.E.) 45",CENTRE D'INFORMATION DE DOCUMENTAT...,015000,001015,5  RUE Marcel Proust  ,45234,45000,Orléans,,0,A
W452007011,,2002-06-15,,P. G. C. 'PROMOTION GOLF CONSULTING',P. G. C. 'PROMOTION GOLF CONSULTING',011165,000000,515  ALL DES PERVENCHES  ,45232,45160,Olivet,,0,A
W452007012,,1974-03-07,,GYMNASTIQUE VOLONTAIRE ASSOCIATION DE SAINT JEAN LE BLANC,GYMNASTIQUE VOLONTAIRE ASSOCIATION ...,011105,000000,mairie      B.P 07,45286,45650,Saint-Jean-le-Blanc,,0,A
W452007013,,2009-06-20,,SLAM (SPORT LOISIRS ASSOCIATION MIXTE),SLAM,011005,000000,mairie   PL Lucien Bourgon  ,45154,45520,Gidy,,1,A
W452007014,,2009-06-27,,CHENILLES ET PAPILLONS,CHENILLES ET PAPILLONS,021005,000000,mairie 215  RTE de Saint-Mesmin  ,45298,45750,Saint-Pryvé-Saint-Mesmin,,1,A
W452007015,,2009-06-27,,ARTENAY BADMINTON CLUB,ARTENAY BADMINTON CLUB,011030,000000,mairie 20  PL de l'Hôtel  ,45008,45410,Artenay,,1,A
W452007016,,2009-06-27,,LA RUE VERTE,LA RUE VERTE,007040,000000,mairie 251  RTE d'Orléans  ,45300,45640,Sandillon,,1,A
W452007017,,2009-06-27,,ACTIONS FEMMES 45 - AF 45,ACTIONS FEMMES 45 - AF 45,020020,000000,1  RUE Henry Matisse  ,45147,45400,Fleury-les-Aubrais,,1,A
W452007018,,2009-06-27,,DE LA MUSIQUE ET DES MAINS,DE LA MUSIQUE ET DES MAINS,006030,000000,47  CHEM1 de la Sauvageonne  ,45316,45530,Sury-aux-Bois,,1,A
W452007019,,2009-06-27,,COMITE DE JUMELAGE ET AMITIES INTERNATIONALES D'INGRE,COMITE DE JUMELAGE,009050,000000,mairie 14  PL de la Mairie  ,45169,45140,Ingré,,1,A
W452007020,,2009-06-27,2022-02-24,ASSOCIATION DE PROTECTION DE L'ENVIRONNEMENT ET DES NAPPES PHREATIQUES DE L'ORLEANAIS,APENO,024035,000000,mairie 15  RTE d'Orléans  ,45289,45170,Saint-Lyé-la-Forêt,,1,D
W452007021,,2009-06-27,,COMME ON DANSE,COMME ON DANSE,011045,000000,Mairie 215  RTE de Saint-Mesmin  ,45298,45750,Saint-Pryvé-Saint-Mesmin,,1,A
W452007022,,2009-07-04,,FUTSAL OUZOUER,FUTSAL OUZOUER,011075,000000,479  RUE d'Orléans  ,45244,45570,Ouzouer-sur-Loire,,1,A
W452007023,,2009-07-04,2016-12-20,LE BARDON POKER CLUB - B.P.C.,B.P.C.,007005,000000,Mairie 44  RUE du bourg  ,45020,45130,Le    Bardon,,1,D
W452007024,,2009-07-04,,BODEG'A 10 ANS,BODEG'A 10 ANS,006030,000000,Mairie   PL Antoine Masson  ,45188,45470,Loury,,1,A
W452007025,,2009-07-04,,RES'ANIM 45,RES'ANIM 45,009035,000000,1  PL des Bénédictines  ,45208,45200,Montargis,,1,A
W452007026,,2009-07-04,,LOURYMAGE,LOURYMAGE,006025,000000,Mairie   PL Antoine Masson  ,45188,45470,Loury,,1,A
W452007027,,2009-07-04,,LE TAMARINIER,LE TAMARINIER,020020,000000,Appart 107 11  RUE de Lugoj  ,45234,45100,Orléans,,1,A
W452007028,,2009-07-04,,ASSOCIATION EGLISE EVANGELIQUE PROJET OMEGA IPATINGA,ASSOCIATION PROJET OMEGA,040000,000000,80E  RUE Croix Baudu  ,45285,45140,Saint-Jean-de-la-Ruelle,,1,A
W452007029,,2009-07-04,,ASTS 45,ASTS 45,011165,000000,11  RUE Alexander Fleming  ,45234,45100,Orléans,,1,A
W452007030,,2009-07-11,,SOL'ISDES'ARITE,SOL'ISDES'ARITE,014035,000000,Le Tertre  ,45171,45620,Isdes,,1,A
W452007031,,2009-07-11,,ASSOCIATION DE PARENTS D'ELEVES DE JARGEAU,ASSOCIATION DE PARENTS D'ELEVES,015005,000000,4  ALL de la Martinière ,45173,45150,Jargeau,,1,A
W452007032,,2000-05-27,,UNION DEPARTEMENTALE DES PREMIERS SECOURS DU LOIRET (UDPS 45),UNION DEPARTEMENTALE DES PREMIERS S...,017025,000000,22  RUE Massilia  ,45089,45430,Chécy,,0,A
W452007033,,1994-10-26,,LES ARTISTES DE BERAIRE,LES ARTISTES DE BERAIRE,006100,000000,17 bis  RUE Haut  ,45075,45380,La Chapelle-Saint-Mesmin,,0,A
W452007034,,2002-02-09,,F.P.C (FRANCE POUR CHRIST),F.P.C (FRANCE POUR CHRIST),040000,000000,2  VENE1 de la Clémence  ,45234,45000,Orléans,,0,A
W452007035,,1993-09-08,,TAG-KIS (TK),TAG-KIS (TK),006030,000000,5  RUE des Chapelles  ,45024,45130,Baule,,0,A
